id,company_id/id,currency_id/id,tag_ids/id,name,code,account_type,reconcile,create_asset,deprecated,opening_credit,opening_debit,opening_balance
marin.account_602_72_001_company_glmm,marin.company_glmm,,,Freight and haulage FF,602.72.001,Expenses,,No,,,,
marin.account_602_83_001_company_glmm,marin.company_glmm,,,Non-deductible expenses - without fiscal requirements,602.83.001,Expenses,,No,,,,
marin.account_602_83_007_company_glmm,marin.company_glmm,,,Non-deductible expenses - non-deductible VAT,602.83.007,Expenses,,No,,,,
marin.account_603_100_001_company_glmm,marin.company_glmm,,,Self cash trade --> Bank LMMG,603.100.001,Expenses,,No,,,,
marin.account_603_100_002_company_glmm,marin.company_glmm,,,Self cash trade --> Bank LMMR,603.100.002,Expenses,,No,,,,
marin.account_603_101_001_company_glmm,marin.company_glmm,,,Self bank trade --> Bank LMMG,603.101.001,Expenses,,No,,,,
marin.account_603_101_002_company_glmm,marin.company_glmm,,,Self bank trade --> Bank LMMR,603.101.002,Expenses,,No,,,,
marin.account_603_102_001_company_glmm,marin.company_glmm,,,Bank trade LMMG --> self cash to thirth parties,603.102.001,Expenses,,No,,,,
marin.account_603_102_002_company_glmm,marin.company_glmm,,,Bank trade LMMR --> self cash to thirth parties,603.102.002,Expenses,,No,,,,
marin.account_603_55_001_company_glmm,marin.company_glmm,,,"Material, papelería y artículos de oficina FF",603.55.001,Expenses,,No,,,,
marin.account_611_01_001_company_glmm,marin.company_glmm,,,Income tax - ISR,611.01.001,Expenses,,No,,,,
marin.account_701_01_001_company_glmm,marin.company_glmm,,,Currency exchange loss,701.01.001,Expenses,,No,,,,
marin.account_701_04_001_company_glmm,marin.company_glmm,,,Interest expense to domestic bank FF,701.04.001,Expenses,,No,,,,
marin.account_701_10_001_company_glmm,marin.company_glmm,,,Bank commissions FF,701.10.001,Expenses,,No,,,,
marin.account_702_01_001_company_glmm,marin.company_glmm,,,Currency exchange gain,702.01.001,Other Income,,No,,,,
marin.account_703_21_001_company_glmm,marin.company_glmm,,,Other expenses FF,703.21.001,Expenses,,No,,,,
marin.account_703_21_002_company_glmm,marin.company_glmm,,,Loss due to cash discrepancy,703.21.002,Expenses,,No,,,,
marin.account_703_21_003_company_glmm,marin.company_glmm,,,Loss from cash discount,703.21.003,Expenses,,No,,,,
marin.account_704_22_001_company_glmm,marin.company_glmm,,,Gain from cash discount,704.22.001,Other Income,,No,,,,
marin.account_704_23_001_company_glmm,marin.company_glmm,,,Other products FF,704.23.001,Other Income,,No,,,,
marin.account_704_23_002_company_glmm,marin.company_glmm,,,Gain from cash discrepancy,704.23.002,Other Income,,No,,,,
marin.account_899_01_099_company_glmm,marin.company_glmm,,,Cash flow basis for taxation,899.01.099,Expenses,,No,,,,
